id,name,type,address_original,address,gold_district,gold_ward,gold_price_range,gold_duration,gold_target_audience
2154294,My Spa,Spa,"15C4 Thi Sach Street , Thành phố Hồ Chí Minh, 700000","29A Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
5539395,Asia Tours,Tour thăm quan thành phố • Chuyến tham quan đi dạo,Thành phố Hồ Chí Minh,"Võ Văn Hát, Phường Long Trường, Thành phố Hồ Chí Minh",TP Thủ Đức,Long Trường,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
1929610,Bảo Tàng Y Học Cổ Truyền Việt Nam,Viện bảo tàng chuyên ngành,"41 Hoàng Dư Khương Phường 12, Quận 10, Thành phố Hồ Chí Minh","41 Hoàng Dư Khương, Phường Hòa Hưng, Thành phố Hồ Chí Minh",Quận 10,Phường 12,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
455410,Rex Hotel Rooftop Bar,Quán bar & câu lạc bộ,"141 Nguyen Hue Blvd District 1, Thành phố Hồ Chí Minh, 70000","141 Nguyễn Huệ, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
454972,Phố Tàu Sài Gòn (Chợ Lớn Quận 5),Khu lân cận,", Thành phố Hồ Chí Minh","Đường Hồng Bàng, Phường Chợ Lớn, Thành phố Hồ Chí Minh",Quận 5,Chợ Lớn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2168911,Ho Chi Minh City Museum,Viện bảo tàng chuyên ngành,"65 Ly Tu Trong, Ben Nghe ward, District 1 , Thành phố Hồ Chí Minh, 70000","Lý Tự Trọng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,0–100.000 VNĐ,"1,5–3 giờ",Người yêu lịch sử; Khách quốc tế; Sinh viên
14025887,"The Privé Spa | International Lash, Nail Care & Spa | Ben Thanh (D1)",Spa,"7 Đ. Lê Thị Riêng Phường Ben Thanh, Quận 1, Thành phố Hồ Chí Minh, 70000","52 Lê Thị Riêng, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
1178970,Công Viên Nước Đầm Sen,Công viên giải trí & công viên chủ đề • Công viên nước,"03 Hoa Binh , Thành phố Hồ Chí Minh, 700000","3 Đường Hòa Bình, Phường Tân Phú, Thành phố Hồ Chí Minh",Quận Tân Phú,Tân Phú,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6560716,Xin Chào Private Vietnam Tours,Chuyến tham quan văn hóa • Chuyến tham quan bằng thuyền,"Thành phố Hồ Chí Minh, 700000","106 Nguyễn Văn Trỗi, Phường Phú Nhuận, Thành phố Hồ Chí Minh",Quận Phú Nhuận,Phú Nhuận,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
9582552,President ho Chi Minh Statue,Đài kỷ niệm & tượng,"1 Nguyen Hue Street, District 1 , Thành phố Hồ Chí Minh, 70000","Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
21493307,Lacàph Coffee Experiences Space,Buổi học & hội thảo • Lớp nấu ăn,"220 Nguyen Cong Tru , Thành phố Hồ Chí Minh, 70000","41 Đường Phó Đức Chính, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
33678444,"CHAO SHOW – Dau An Show Co., Ltd","Chuyến tham quan quán bar, câu lạc bộ & quán rượu • Chuyến tham quan văn hóa","No. 6, Nguyen Sieu Street, Sai Gon Ward Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh, 70000","No. 6, Nguyen Sieu Street, Sai Gon Ward Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh, 70000",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,3–8 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
15278678,The Sun Tourist,Chuyến tham quan nhiều ngày • Chuyến tham quan tư nhân,"203 De Tham Street Pham Ngu Lao Ward, Thành phố Hồ Chí Minh, 70000","207 Ðề Thám, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
17733614,SAIGON TASTE Tours,Tour thăm quan thành phố • Chuyến tham quan văn hóa,"5th FLOOR, 70 PHAM NGOC THACH Street Vo Thi Sau Ward, District 3, Thành phố Hồ Chí Minh, 700000","283 Nguyễn Thái Sơn, Phường An Nhơn, Thành phố Hồ Chí Minh",Quận 3,An Nhơn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
3731488,Flamingo Spa,Spa,"13B Đ. Lê Thánh Tôn Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 70000","15/7 Lê Thánh Tôn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
1910195,Ủy Ban Nhân Dân Thành Phố,Địa điểm lịch sử • Tòa nhà kiến trúc,"86 Le Thanh Ton Street , Thành phố Hồ Chí Minh, 710212","86 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
15019919,Odynovo,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,"Thành phố Hồ Chí Minh, 700000","Thành phố Hồ Chí Minh, 700000",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
1307686,Vietnam Bike Tours,Chuyến tham quan bằng xe đạp • Cho thuê tiện ích,", Thành phố Hồ Chí Minh, 721261","41 Đường số 37, Phường Hiệp Bình, Thành phố Hồ Chí Minh",TP Thủ Đức,Hiệp Bình,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
7767149,Tàu Sài Gòn,Chuyến tham quan bằng thuyền • Thuyền cho thuê,"10B Ton Duc Thang, Ben Nghe, District 1 , Thành phố Hồ Chí Minh, 700000","Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
1830324,Vincom Center,Trung tâm mua sắm,"72 Lê Thánh Tôn Bến Nghé,Quận 1, Thành phố Hồ Chí Minh, 70000","72 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
8856664,VN LOTUS TRAVEL,Chuyến tham quan nhiều ngày • Chuyến tham quan lịch sử & di sản,"177 De Tham Street, Pham Ngu Lao Ward, Dist 1, HCMC, Vietnam , Thành phố Hồ Chí Minh, 700000","185 Đề Thám, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2493165,The Sinh Tourist Day Tours,Chuyến tham quan nhiều ngày • Chuyến tham quan lịch sử & di sản,"246-248 De Tham St, District 1 Hanoi Old Quarter Hotel, Thành phố Hồ Chí Minh","252 Đề Thám, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,4–6 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2283872,Miu Miu Spa 1,Spa,"04 Chu Mạnh Trinh street , Thành phố Hồ Chí Minh, 700000","10 Chu Mạnh Trinh, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
23300698,Euphorea Salon And Spa - Bason Branch,Spa,"SH09, Aqua 3, Vinhomes Golden River , Thành phố Hồ Chí Minh, 1800-9467","Aqua 4, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
16872213,Mekong Princess,Taxi & xe đưa đón • Chuyến tham quan bằng thuyền,"05 Nguyen Tat Thanh St. , Thành phố Hồ Chí Minh, 70000","925A Trường Chinh, Phường Tây Thạnh, Thành phố Hồ Chí Minh",Quận Tân Phú,Tây Thạnh,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
10836601,Đường Sách Nguyễn Văn Bình,Khu lân cận,"15 Công xã Paris Bến Nghé, Quận 1, Thành phố Hồ Chí Minh","1 Công trường Công xã Paris, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2273094,Công Ty Tnhh Du Lịch Việt Vui,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,"Thành phố Hồ Chí Minh, 700000","169 Đường Phạm Ngũ Lão, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
26730795,Viet Kolors Tour,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,"151 Dong Khoi street, Ben Nghe ward, Dist 1 , Thành phố Hồ Chí Minh, 700000","151 Dong Khoi street, Ben Nghe ward, Dist 1 , Thành phố Hồ Chí Minh, 700000",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2389145,Công viên Suối Tiên,Công viên giải trí & công viên chủ đề • Công viên nước,"120 Hanoi Highway, Tan Phu Ward, Dist. 9 , Thành phố Hồ Chí Minh, 70000","120 Xa lộ Hà Nội, Phường Linh Xuân, Thành phố Hồ Chí Minh",Quận 9,Linh Xuân,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
26223282,Saigon Princess - Luxurious Dining Cruise,Chuyến tham quan bằng thuyền • Chuyến tham quan ban đêm,"Cảng Sài Gòn, 05 Đường Nguyễn Tất Thành, Phường 13, Quận 4, Thành phố Hồ Chí Minh. Ward 13, District 4, Saigon Port, Thành phố Hồ Chí Minh, 70000","925A Trường Chinh, Phường Tây Thạnh, Thành phố Hồ Chí Minh",Quận 4,Phường 13,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
10085046,Nhà thờ Tân Định,Địa điểm tôn giáo,"289 Hai Ba Trung, Ward 8, District 3 Ward 8, District 3, Thành phố Hồ Chí Minh, 70000","289 Hai Bà Trưng, Phường Xuân Hòa, Thành phố Hồ Chí Minh",Quận 3,Phường 8,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6864271,Golden Lotus Spa & Massage Club,Spa,"15 Thái Văn Lung , Thành phố Hồ Chí Minh, 700000","19 Thái Văn Lung, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
635380,Bình Tây Market,Chợ trời & chợ đường phố,"57 Tháp Mười, 2, Quận 6, Thành phố Hồ Chí Minh, 700900","57A Đường Tháp Mười, Phường Bình Tây, Thành phố Hồ Chí Minh",Quận 6,Bình Tây,Miễn phí tham quan; chi phí tùy dịch vụ,1–3 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
8556994,amaï,Cửa hàng đặc sản & cửa hàng quà tặng,"83 Xuân Thủy Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, 700000","94 Xuân Thuỷ, Phường An Khánh, Thành phố Hồ Chí Minh",Quận 2,An Khánh,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
27296727,Amaï Dong Khoi,Cửa hàng đặc sản & cửa hàng quà tặng,"Đường Đồng Khởi 76 Đồng Khởi, P. Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006","66-70 Ðồng Khởi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
14776389,Provincial Table Cooking Class,Lớp nấu ăn,"131/3 Nguyễn Thị Minh Khai , Thành phố Hồ Chí Minh, 700000","Đường Nguyễn Thị Minh Khai, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,500.000–1.500.000 VNĐ,2–4 giờ,Khách quốc tế; Người yêu ẩm thực; Gia đình
2414430,Công Viên Tao Đàn,Công viên,"Ð Nguyen Thi Minh Khai , Thành phố Hồ Chí Minh, 700000","264A-264B-264C Đường Nguyễn Thị Minh Khai, Phường Xuân Hòa, Thành phố Hồ Chí Minh",Quận 3,Xuân Hòa,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
17604040,Best Vietnam Bike Tours,Chuyến tham quan bằng xe đạp,"Ho Hoc Lam Ehome 3, Thành phố Hồ Chí Minh, 700000","36A Nguyễn Gia Trí, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",Quận Bình Thạnh,Thạnh Mỹ Tây,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
28120938,Hoang's Kitchen Cooking Class,Lớp nấu ăn,"45 Thu Khoa Huan street, Ben Thanh ward, District 1 45 Thu Khoa Huan Street, Thành phố Hồ Chí Minh, 700000","45 Thu Khoa Huan street, Ben Thanh ward, District 1 45 Thu Khoa Huan Street, Thành phố Hồ Chí Minh, 700000",Quận 1,Bến Thành,500.000–1.500.000 VNĐ,2–4 giờ,Khách quốc tế; Người yêu ẩm thực; Gia đình
25188298,La Spa Sai Gon,Spa,"182 Lý Tự Trọng, Phường Bến Thành Quận 1, Thành phố Hồ Chí Minh, 00700","189-191 Lý Tự Trọng, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành Quận 1,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
7700073,Quán cafe EON,Quán cà phê,"02 Hai Trieu st, Ben Nghe Ward, District1 Level 50, Bitexco Financial Tower, Thành phố Hồ Chí Minh, 70000","61 Hồ Tùng Mậu, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2407915,Mariamman Hindu Temple,Địa điểm tôn giáo,"45 Trương Định , Thành phố Hồ Chí Minh, 70000","45 Trương Định, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,Miễn phí hoặc tùy hoạt động,"30 phút–1,5 giờ",Khách quan tâm văn hóa; Tín ngưỡng; Khách du lịch
15592702,Euphorea Salon and Spa,Spa,"392/5, Ung Văn Khiêm Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh","667 Hẻm 677 Điện Biên Phủ, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",Quận Bình Thạnh,Thạnh Mỹ Tây,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
12226320,Tour Guide In Saigon,"Tour thăm quan thành phố • Chuyến tham quan quán bar, câu lạc bộ & quán rượu","29, Binh Phu st, Ward 10, distrct 6 , Thành phố Hồ Chí Minh, 700000","201-203 Cách Mạng Tháng Tám, Phường Xuân Hòa, Thành phố Hồ Chí Minh",Quận 10,Xuân Hòa,300.000–2.000.000+ VNĐ,3–8 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
6994939,Thuy Design House,Cửa hàng đặc sản & cửa hàng quà tặng,"44B Lý Tự Trọng Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh, 70000","40A - 40B Lý Tự Trọng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
10455052,Spa Gallery,Spa,"15B Thi Sách, Quận 1 , Thành phố Hồ Chí Minh, 700000","15C4 Thi Sách, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
7396352,Temple Tree Spa,Spa,"17 Đông Du Quận 1, Thành phố Hồ Chí Minh, 70000","15 Đông Du, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
11612118,Vietnam Budget Car Rental,Tour thăm quan thành phố • Chuyến tham quan văn hóa,"Thành phố Hồ Chí Minh, 700000","45 Lý Chính Thắng, Thành phố Hồ Chí Minh",Quận 3,Xuân Hòa,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6498863,AAA Spa,Spa,"133 Bùi Viện, Phạm Ngũ Lão, Quận 1 , Thành phố Hồ Chí Minh, 70000","176 Đường Bùi Viện, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
11746398,Golden Lotus Healing World,Spa,"16A, Street No. 10, Thao Dien Ward, Thu Duc City, Ho Chi Minh City , Thành phố Hồ Chí Minh, 700000","15A-15B Đường Số 11, Phường An Khánh, Thành phố Hồ Chí Minh",TP Thủ Đức,An Khánh,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
24122789,Saigonbiketours,Tour thăm quan thành phố • Chuyến tham quan lịch sử & di sản,"352/6 Nguyễn Đình Chiểu, Phường 4, Quận 3 , Thành phố Hồ Chí Minh, 70000","352/6 Nguyễn Đình Chiểu, Phường 4, Quận 3 , Thành phố Hồ Chí Minh, 70000",Quận 3,Bàn Cờ,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
25572460,1st Football Store Thach Thi Thanh,Cửa hàng đặc sản & cửa hàng quà tặng,"90F Thạch Thị Thanh Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, 700000","6 Huyền Quang, Phường Tân Định, Thành phố Hồ Chí Minh",Quận 1,Tân Định,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
7109031,Apocalypse Now Bar,Quán bar & câu lạc bộ,"2F Thi Sách , Thành phố Hồ Chí Minh, 700000","Thi Sách, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
5501655,Maika Tours,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,"778 Nguyen Trai, Ward 11, District 5 , Thành phố Hồ Chí Minh, 700000","Khu B, Thành phố Hồ Chí Minh",Quận 5,Phường 11,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
12204583,Tour With Xuan,Tour thăm quan thành phố • Chuyến tham quan đi dạo,Thành phố Hồ Chí Minh,"402 Lý Thái Tổ, Phường Vườn Lài, Thành phố Hồ Chí Minh",Quận 10,Vườn Lài,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
1636752,Water puppet show at Thao Dien Village,Rạp hát kiêm nhà hàng,"195 Nguyen Van Huong Thao Dien Ward, District 2, Thành phố Hồ Chí Minh, 70000","55B Đường Nguyễn Thị Minh Khai, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 2,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
17548235,Spring Saigon Tours,Chuyến tham quan đi dạo • Chuyến tham quan ban đêm,"Kido flagship store 56 Nguyen Trai street, District 1, Thành phố Hồ Chí Minh, 700000","XX1 Đồng Nai, Thành phố Hồ Chí Minh",Quận 1,An Đông,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2435402,Ann Tours,Chuyến tham quan văn hóa • Chuyến tham quan ngắm cảnh,"58 Ton That Tung Ben Thanh, District 1, Thành phố Hồ Chí Minh","24 Tôn Thất Tùng, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
33357814,Note - The Scent Lab Nguyen Hue,Buổi học & hội thảo,"42 Nguyen Hue, Saigon Ward 2nd Floor, Inside The Cafe Apartment, Thành phố Hồ Chí Minh, 70000","40 Nguyễn Huệ, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
13442216,Fisheye Travel Speedboat Tours,Chuyến tham quan bằng thuyền • Chuyến tham quan bằng tàu cao tốc,Thành phố Hồ Chí Minh,"68a Nguyễn Huệ, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2559479,"""Mai"" Home - The Saigon Culinary Art Centre",Lớp nấu ăn,"269 Bis Nguyễn Trãi Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 700000","261 Đường Nguyễn Trãi, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh",Quận 1,Nguyễn Cư Trinh,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
15681266,Guided Tours Vietnam,Chuyến tham quan bằng thuyền • Chuyến tham quan ngắm cảnh,"10 Le Lai St, Ben Thanh Ward, Dist 1 , Thành phố Hồ Chí Minh, 700000","1-3 Đường Lê Lai, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
25234074,EVT Travel,Chuyến tham quan ngắm cảnh,"18Đ. Tôn Đức Thắng, Bến Nghé, Quận 1 Riverside Hotel, Thành phố Hồ Chí Minh, 700000","17 Tôn Ðức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
10767864,Rocky Spa,Spa,"98Gbis Lê Lai, Phường Bến Thành, Quận 1 , Thành phố Hồ Chí Minh, 700000","96/7 Đường Lê Lai, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
3959210,Saigon Riders,Chuyến tham quan nhiều ngày • Chuyến tham quan văn hóa,"Thành phố Hồ Chí Minh, 700900","27 Ngô Ðức Kế, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
5461656,Vietnam Original Travel,Tour thăm quan thành phố • Chuyến tham quan văn hóa,"155 Van Don, Dist 4, Ho Chi Minh Suite B-11.25, River Gate Residence, Thành phố Hồ Chí Minh, 700000","Đường N2, Phường Long Trường, Thành phố Hồ Chí Minh",TP Thủ Đức,Long Trường,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
9806454,Sông Sài Gòn,Vùng nước • Điểm thu hút khách tham quan & thắng cảnh,Thành phố Hồ Chí Minh,"Bưng Còng, Phường Tây Nam, Bưng Còng, Thành phố Hồ Chí Minh",Huyện Cần Giờ,Tây Nam,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
11918882,Du Lịch Nam Á Châu,Tour thăm quan thành phố • Chuyến tham quan ngắm cảnh,"219 Phạm Ngũ Lão Bến Thành Ward, Thành phố Hồ Chí Minh, 710009","209 Đường Phạm Ngũ Lão, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
9715545,Ảnh Việt Tourist,Tour thăm quan thành phố • Chuyến tham quan bằng xe buýt du lịch,Thành phố Hồ Chí Minh,"247 Ðiện Biên Phủ, Phường Vườn Lài, Thành phố Hồ Chí Minh",Quận 10,Vườn Lài,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
19408793,Mido  Spa,Spa,"122 Yersin , Thành phố Hồ Chí Minh, 70000","7 Thủ Khoa Huân, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
5921457,Beautiful Saigon Spa,Spa,"72 Bui Vien St, PNL ward, Dist 1, Thành phố Hồ Chí Minh, 70000","31 Đường Bùi Viện, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
15296299,Lotus Cruises,Chuyến tham quan bằng thuyền,"Thành phố Hồ Chí Minh, 700000","47 Cao Triều Phát, Phường Tân Hưng, Thành phố Hồ Chí Minh",Quận 7,Tân Hưng,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
11899009,Coco Care Spa,Spa,"98G Bis, Le Lai, District 1 , Thành phố Hồ Chí Minh, 700000","164 Đường Bùi Viện, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
2487716,Innoviet Travel,Tour thăm quan thành phố • Chuyến tham quan bằng thuyền,"55 Bis Nguyen Van Thu Street Dakao Ward, District 1, Thành phố Hồ Chí Minh, 700000","Nguyễn Văn Thủ, Phường Tân Định, Thành phố Hồ Chí Minh",Quận 1,Tân Định,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
15292553,Vegas E-gaming Club,Sòng bạc • Trung tâm trò chơi & giải trí,"Tầng 1, 19 Công Trường Lam Sơn Quận 1, Thành phố Hồ Chí Minh, 700000","Caravelle Signature, HC, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
4552853,Saigon Centre,Trung tâm mua sắm,"65 Lê Lợi , Thành phố Hồ Chí Minh, 70000","65 Lê Lợi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
